comment-id,original-comment,arg_id,argument,category_id,category
207,We should be careful that AI doesn't lead to more electronic waste,A207_0,AIが電子廃棄物の増加につながらないように注意すべきだという不安がある,1_1,AI技術の持続可能性と社会的責任
205,AI should be used to help farmers grow food in ways that are kinder to the earth.,A205_0,AIを使って農家が地球に優しい方法で食料を栽培できるようにしてほしいという要望がある,1_1,AI技術の持続可能性と社会的責任
203,The financial benefits of AI should be shared with ordinary people - perhaps through a sovereign wealth fund.,A203_0,AIの財政的利益を一般の人々と共有するべきだという要望がある,1_1,AI技術の持続可能性と社会的責任
203,The financial benefits of AI should be shared with ordinary people - perhaps through a sovereign wealth fund.,A203_1,AIの利益を共有するために主権基金を設立するべきだという意見がある,1_1,AI技術の持続可能性と社会的責任
202,The impact of AI on the natural world has not been considered enough.,A202_0,AIが自然環境に与える影響が十分に考慮されていないことへの不満がある,1_1,AI技術の持続可能性と社会的責任
201,"I want to live in a functioning democracy, where we all have a say about big changes that affect us, & AI works for us - not corporations",A201_0,機能する民主主義の中で生活したいという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
201,"I want to live in a functioning democracy, where we all have a say about big changes that affect us, & AI works for us - not corporations",A201_1,大きな変化に対して全員が意見を持つことができる社会を望む要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
201,"I want to live in a functioning democracy, where we all have a say about big changes that affect us, & AI works for us - not corporations",A201_2,AIが企業ではなく私たちのために働くことを望む要望がある,1_1,AI技術の持続可能性と社会的責任
199,We should have safeguards and rules rather than guard rails.,A199_0,ガードレールではなく、セーフガードとルールを設けるべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
198,"The government and AI companies are responsible for poor outcomes of AI, not AI itself.",A198_0,AIの悪い結果に対する責任は政府とAI企業にあるという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
197,An appreciation of multiple ethical perspectives should be mandatory for all AI leaders.,A197_0,AIリーダーには複数の倫理的視点を理解することが必須であるべきだという要望がある,1_1,AI技術の持続可能性と社会的責任
196,"Governance and regulation should match risk. If there is strong risk, there should be strong governance and regulation -  and vice versa.",A196_0,リスクが強い場合には強力なガバナンスと規制が必要だという意見がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
196,"Governance and regulation should match risk. If there is strong risk, there should be strong governance and regulation -  and vice versa.",A196_1,リスクが低い場合にはガバナンスと規制も緩やかであるべきだという意見がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
195,"We want to support AI companies, but only if they bring tangible benefits to ordinary people.",A195_0,AI企業を支援したいが、普通の人々に具体的な利益をもたらす場合に限るという要望がある,1_1,AI技術の持続可能性と社会的責任
194,Our permission should be sought to use our data in AI systems.,A194_0,AIシステムでデータを使用する際には許可を求めるべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
193,We should be compensated for the use of our data in AI systems.,A193_0,AIシステムでのデータ使用に対して補償を求める要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
192,"Whether governments or corporations, the people who take decisions on AI should take responsibility for them.",A192_0,AIに関する決定を行う政府や企業がその責任を取るべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
191,"We should challenge statements like ""This is inevitable"".",A191_0,「これは避けられない」というような発言に対して挑戦するべきだという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
190,"There should be a principle of ""keeping humans in the loop"" when it comes to decision making and AI.",A190_0,AIの意思決定において人間を関与させる原則が必要だという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
189,One risk of AI is that it may lead to values lock-in ie it becomes impossible for our society's values and norms to evolve over time.,A189_0,AIが社会の価値観や規範の進化を妨げる可能性があることへの不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
188,The perspectives of plants and animals should be considered in future AI developments,A188_0,AI開発において植物や動物の視点を考慮すべきだという意見がある,1_1,AI技術の持続可能性と社会的責任
187,We should use AI-supported deliberative democracy to renew/update the Universal Declaration of Human Rights as an underlying constitution,A187_0,AIを活用した熟議民主主義を用いて、世界人権宣言を更新すべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
186,We should split the conversation into (1) how to minimise/prevent harm to democracy and (2) how to maximise benefits to democracy,A186_0,民主主義への害を最小化・防止する方法について議論する必要があるという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
186,We should split the conversation into (1) how to minimise/prevent harm to democracy and (2) how to maximise benefits to democracy,A186_1,民主主義への利益を最大化する方法について議論する必要があるという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
185,Ethical philosophers who understand AI (e.g. Carissa Veliz) are a key part of the conversation,A185_0,AIを理解する倫理哲学者（例：Carissa Veliz）が議論の重要な部分を担っているという意見がある,1_1,AI技術の持続可能性と社会的責任
184,"Should Phonons be part of future AI, this should be widely known",A184_0,Phononsを将来のAIに組み込むべきだという要望がある,1_1,AI技術の持続可能性と社会的責任
184,"Should Phonons be part of future AI, this should be widely known",A184_1,Phononsの重要性が広く知られるべきだという意見がある,1_1,AI技術の持続可能性と社会的責任
183,We are unlikely to ever agree on global AI regulation since we do not have World Government - competition is king!,A183_0,世界政府が存在しないため、グローバルなAI規制に合意することは難しいという不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
183,We are unlikely to ever agree on global AI regulation since we do not have World Government - competition is king!,A183_1,競争が優先されるため、AI規制に関する合意が難しいという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
182,"It's too late to think about AI replacing us or not, either we evolve or become extinct.",A182_0,AIが私たちを置き換えるかどうかを考えるのは遅すぎるという不満がある,1_2,AI技術の倫理と社会的影響に対する懸念
182,"It's too late to think about AI replacing us or not, either we evolve or become extinct.",A182_1,進化するか絶滅するかの選択肢しかないという不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
180,"We need a de facto World Government initiated by G7, incorporating members from NATO, EU, the European Political Community and OECD",A180_0,G7による事実上の世界政府の設立を求める要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
180,"We need a de facto World Government initiated by G7, incorporating members from NATO, EU, the European Political Community and OECD",A180_1,NATO、EU、欧州政治共同体、OECDのメンバーを含む世界政府の設立を求める要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
181,We should make a Global Welfare State to mitigate the challenges posed by the turbulent civilisational transition.,A181_0,文明の移行期における課題を軽減するために、グローバル福祉国家を作るべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
179,We should Create Global AI Governance Agency (GAIGA) under the mandate of the G7 to oversee both GAIRA and the GAICA Consortium,A179_0,G7の下でGAIGAというグローバルAIガバナンス機関を設立するべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
179,We should Create Global AI Governance Agency (GAIGA) under the mandate of the G7 to oversee both GAIRA and the GAICA Consortium,A179_1,GAIGAがGAIRAとGAICAコンソーシアムを監督するべきだという意見がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
178,We need to create one Superintelligence Programme managed by One-AI JV company to streamline AI control capabilities.,A178_0,AI制御能力を効率化するために、One-AI JV会社が管理するスーパーインテリジェンスプログラムを作成する必要があるという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
177,We should create One-AI Joint Venture Company to consolidate the most advanced AI development within a single entity.,A177_0,最先端のAI開発を一つの企業に統合するために、One-AI Joint Venture Companyを設立するべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
176,We need to create Global AI Control Agency (GAICA) to control AI development process not just reguation. Invite China & others.,A176_0,AI開発プロセスを管理するためにグローバルAIコントロール機関（GAICA）を設立する必要があるという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
176,We need to create Global AI Control Agency (GAICA) to control AI development process not just reguation. Invite China & others.,A176_1,AI規制だけでなく開発プロセスも管理する必要があるという意見がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
145,Commandment 5.Create Global AI Control Agency (GAICA) to control AI development process not just reguation. Invite China & others.,A176_1,AI規制だけでなく開発プロセスも管理する必要があるという意見がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
176,We need to create Global AI Control Agency (GAICA) to control AI development process not just reguation. Invite China & others.,A176_2,中国など他の国々をGAICAに招待するべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
175,We should create a Global AI Regulation Authority (GAIRA) to regulate the use of AI by transforming Global AI Partnership (GPAI),A175_0,AIの使用を規制するために、Global AI Partnership (GPAI)を変革してGlobal AI Regulation Authority (GAIRA)を設立するべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
174,We should undertake a comprehensive deep and fast reform of democracy,A174_0,民主主義の包括的で迅速な改革を行うべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
173,We need to adjust world governance towards a civilisational shift,A173_0,世界のガバナンスを文明の転換に向けて調整する必要があるという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
152,Setup permanent on-going support for AI Safety Summits as virtual monthly global conferences supported by a debating platform eg Telepresent,A152_0,AI安全サミットの恒久的な支援を求める要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
152,Setup permanent on-going support for AI Safety Summits as virtual monthly global conferences supported by a debating platform eg Telepresent,A152_1,AI安全サミットを毎月のグローバルな仮想会議として開催することを望む要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
152,Setup permanent on-going support for AI Safety Summits as virtual monthly global conferences supported by a debating platform eg Telepresent,A152_2,AI安全サミットを議論プラットフォーム（例：Telepresent）でサポートすることを望む要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
172,"We need to discuss how politics , government and law will be affected by AI. I am a former Member of Parliament.",A172_0,AIが政治に与える影響について議論する必要がある,1_2,AI技術の倫理と社会的影響に対する懸念
172,"We need to discuss how politics , government and law will be affected by AI. I am a former Member of Parliament.",A172_1,AIが政府の運営に与える影響について議論する必要がある,1_2,AI技術の倫理と社会的影響に対する懸念
172,"We need to discuss how politics , government and law will be affected by AI. I am a former Member of Parliament.",A172_2,AIが法律に与える影響について議論する必要がある,1_2,AI技術の倫理と社会的影響に対する懸念
171,How will AI and its spin-offs affect politics and law? Our current systems are not sufficient. I am a former Member of Parliament.,A171_0,AIとその派生技術が政治や法律にどのような影響を与えるかについての不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
171,How will AI and its spin-offs affect politics and law? Our current systems are not sufficient. I am a former Member of Parliament.,A171_1,現在の政治・法律システムがAI技術に対応するには不十分であるという不満がある,1_2,AI技術の倫理と社会的影響に対する懸念
170,People fear what they do not understand. Developing a better comprehensive narrative on how AI decisions are made is a must.,A170_0,AIの決定がどのように行われるかについての理解が不足していることへの不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
170,People fear what they do not understand. Developing a better comprehensive narrative on how AI decisions are made is a must.,A170_1,AIの決定プロセスに関する包括的な説明を求める要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
168,Governments cannot fight against this huge technological revolution. They must instead adapt current systems to the new technological order.,A168_0,政府はこの巨大な技術革命に対抗することはできないという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
168,Governments cannot fight against this huge technological revolution. They must instead adapt current systems to the new technological order.,A168_1,政府は現行のシステムを新しい技術秩序に適応させるべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
167,AI companions should not be used as a replacement strategy for real human contact in our fight against loneliness and isolation.,A167_0,AIコンパニオンを孤独や孤立対策として人間の接触の代替にすべきではないという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
166,Regulators must establish minimum standards of explainability ('black box' problem) and ban the release of new AI tools that do not comply.,A166_0,AIツールの説明可能性に関する最低基準を規制当局が確立する必要があるという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
166,Regulators must establish minimum standards of explainability ('black box' problem) and ban the release of new AI tools that do not comply.,A166_1,説明可能性の基準を満たさない新しいAIツールのリリースを禁止するべきだという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
120,We need quality regulation that stops abuses and dangerous developments but is fast and does not prevent new ideas and innovation.,A120_0,質の高い規制が必要だという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
120,We need quality regulation that stops abuses and dangerous developments but is fast and does not prevent new ideas and innovation.,A120_1,規制が濫用や危険な発展を防ぐことを望む意見がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
120,We need quality regulation that stops abuses and dangerous developments but is fast and does not prevent new ideas and innovation.,A120_2,規制が迅速であることを望む要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
120,We need quality regulation that stops abuses and dangerous developments but is fast and does not prevent new ideas and innovation.,A120_3,規制が新しいアイデアやイノベーションを妨げないことを望む要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
165,"As we expand AI, we collectively redefine what counts as knowledge in our societies: a huge step that needs much more careful reflection",A165_0,AIの拡大に伴い、社会における知識の定義が再構築されることへの不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
165,"As we expand AI, we collectively redefine what counts as knowledge in our societies: a huge step that needs much more careful reflection",A165_1,AIの拡大に関して、より慎重な考察が必要だという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
164,"Like most technologies that are powerful but dangerous if used incorrectly, users should share responsibility with designers for AI safety.",A164_0,AIの安全性について、ユーザーと設計者が責任を共有すべきだという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
137,It is naive to expect that an arms race for AI supremacy should not be allowed. It is already happening at an accelerating pace.,A137_0,AIの覇権を巡る競争が許されるべきではないという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
137,It is naive to expect that an arms race for AI supremacy should not be allowed. It is already happening at an accelerating pace.,A137_1,AIの覇権競争がすでに加速して進行していることへの不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
151,"It is important that AI governance does not lead to confrontation between states, AI should be above politics.",A151_0,AIガバナンスが国家間の対立を引き起こさないようにすることが重要だという意見がある,1_1,AI技術の持続可能性と社会的責任
151,"It is important that AI governance does not lead to confrontation between states, AI should be above politics.",A151_1,AIは政治の上にあるべきだという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
153,Is AI really the future or is something too overhyped??,A153_0,AIが本当に未来の技術なのか、それとも過剰に評価されているのかという不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
159,"Inter-state/national AI forums should focus first and foremost on applications in defense and warfare, before moving on to other concerns.",A159_0,AIフォーラムはまず防衛と戦争への応用に焦点を当てるべきだという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
160,More attention should be given to risks in psychological exploitation of consumers and civilians by AI developers and users.,A160_0,AI開発者やユーザーによる消費者や市民の心理的搾取のリスクにもっと注意を払うべきだという要望がある,1_2,AI技術の倫理と社会的影響に対する懸念
163,Artificial general intelligence (AGI) should make easier life easier but we should aim to have a human-in-the-loop controlling AI.,A163_0,AGIが生活をより簡単にするべきだという要望がある,1_1,AI技術の持続可能性と社会的責任
163,Artificial general intelligence (AGI) should make easier life easier but we should aim to have a human-in-the-loop controlling AI.,A163_1,AIを人間が制御するための人間参加型のシステムを目指すべきだという意見がある,1_2,AI技術の倫理と社会的影響に対する懸念
162,"I propose AI should be folded into a global-scale Open Knowledge Initiative, similar to Open Science, but broader in scope.",A162_0,AIをグローバル規模のオープンナレッジイニシアティブに組み込むべきだという提案がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
161,"Use of publicly available data to train AI is inequitable, and will require copyright reform to address.",A161_0,AIの訓練に公的に利用可能なデータを使用することが不公平であるという不満がある,1_2,AI技術の倫理と社会的影響に対する懸念
161,"Use of publicly available data to train AI is inequitable, and will require copyright reform to address.",A161_1,AIの訓練に関する著作権改革が必要だという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
158,AI regulation will be contingent on better regulation of mass data collection.,A158_0,AIの規制は大量データ収集の規制が改善されることに依存しているという意見がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
157,We have reached a point where technology is evolving much faster than humanity and human societies can handle,A157_0,技術の進化が人類や社会の対応能力を超えていることへの不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
156,"My biggest worry is what entities can be trusted with controlling such powerful technology, especially given the interests of Zuck, Musk etc",A156_0,強力な技術を管理する信頼できる組織がどこなのかという不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
156,"My biggest worry is what entities can be trusted with controlling such powerful technology, especially given the interests of Zuck, Musk etc",A156_1,ZuckやMuskなどの個人の利益に対する不安がある,1_2,AI技術の倫理と社会的影響に対する懸念
154,"Local CSOs need long term, predictable funding for capacity and consultation to ensure global majority views are meaningfully represented",A154_0,地域の市民社会組織が長期的で予測可能な資金を必要としているという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
154,"Local CSOs need long term, predictable funding for capacity and consultation to ensure global majority views are meaningfully represented",A154_1,地域の市民社会組織が能力向上と相談のための資金を必要としているという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
154,"Local CSOs need long term, predictable funding for capacity and consultation to ensure global majority views are meaningfully represented",A154_2,地域の市民社会組織がグローバルマジョリティの意見を意味のある形で代表するための支援を必要としているという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
150,Command 10.	Create a Global Welfare State to mitigate the challenges posed by the turbulent civilisational transition.,A150_0,文明の移行期における課題を軽減するために、グローバルな福祉国家を創設してほしいという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
149,"Command 9.Create a de facto World Government initiated by G7, incorporating members from NATO, EU, the European Political Community and OECD",A149_0,G7が主導する事実上の世界政府を創設するという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
149,"Command 9.Create a de facto World Government initiated by G7, incorporating members from NATO, EU, the European Political Community and OECD",A149_1,NATO、EU、欧州政治共同体、OECDのメンバーを含めるという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
147,Commandment 7.Create one Superintelligence Programme managed by One-AI JV company to streamline AI control capabilities.,A147_0,Superintelligence Programmeを管理するOne-AI JV会社を設立してAI制御能力を効率化するという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
146,Commandment 6.Create One-AI Joint Venture Company to consolidate the most advanced AI development within a single entity.,A146_0,最先端のAI開発を一つの企業に統合するために、One-AI共同事業会社を設立するという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
145,Commandment 5.Create Global AI Control Agency (GAICA) to control AI development process not just reguation. Invite China & others.,A145_0,AI開発プロセスを管理するためのグローバルAIコントロール機関（GAICA）を設立してほしいという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
145,Commandment 5.Create Global AI Control Agency (GAICA) to control AI development process not just reguation. Invite China & others.,A145_2,中国など他国を招待してグローバルな協力体制を築いてほしいという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
144,Commmandment 4. Create Global AI Regulation Authority (GAIRA) to regulate the use of AI by transforming Global AI Partnership (GPAI),A144_0,AIの使用を規制するために、Global AI Partnership (GPAI)を変革してGlobal AI Regulation Authority (GAIRA)を設立するという要望がある,1_3,AI技術の倫理とグローバルガバナンスに関する視点
